Course Name,Course ID,Credit Count,Prerequisites
HLTH 475 Biostatistics,HLTH 225,3,"PSYC 211W
PSYC 417 Advanced Topics in Cognitive Psychology 1-4 credits
This course provides students with an overview of the fundamental
principles and current research on selected topics in cognitive
psychology through critical evaluation, discussion, and application"
Behavior Change Foundations and Strategies,HLTH 477,3,"PSYC 325, PSYC 414, PSYC 415 (ONE course from that list,
not all 3)
PSYC 419 Psychometric Theory 4 credits
An overview of development, use, and validation of psychological tests"
"Health Education Planning, Implementing and
Evaluating 2",HLTH 480,3,"PSYC 211W
PSYC 420 Psychopharmacology 4 credits
Biological foundations of the actions of psychoactive drugs"
"HLTH 482W Administration and Grant Writing in Health
Education",HLTH 380W,4,"PSYC 211W
PSYC 421 Behavioral Neuroscience 4 credits
Biological basis of psychological processes and behavior"
HLTH 488 Worksite Health Promotion,HLTH 380W,3,"PSYC 201, PSYC 211W
PSYC 423 Cognitive Neuroscience 4 credits
The goal of neuroscience is to understand the human mind"
Senior Seminar in Health Education,HLTH 495,1,"PSYC 211W, PSYC321
PSYC 430 Advanced Topics in Biological Psychology 4 credits
This course provides students with an overview of the fundamental
principles and current research on selected topics in biological
psychology through critical evaluation and discussion"
History of the Family in America,HIST 155,3,"PSYC 211W, PSYC 321
PSYC 432 Advanced Topics in Developmental Psychology 1-4 credits
This course provides students with an overview of the fundamental
principles and current research on selected topics in developmental
psychology through critical evaluation, discussion, and application"
Ancient World Civilization to 1500,HIST 170,4,"PSYC 433, PSYC 436, PSYC 343, PSYC 466: One course from
this list, not all 4
PSYC 433 Child Psychology 4 credits
Physical, social, emotional, intellectual, and personality development
from conception to preadolescence"
Ancient World Civilization to 1500,HIST 170W,4,"PSYC 101
PSYC 436 Adolescent Psychology 4 credits
This class covers the development of the individual from the age of 11
to 19 years of age"
"World Civilization, 1500-Present",HIST 171,4,"PSYC 101
PSYC 443 Advanced Social Psychology 4 credits
An in-depth examination of social psychological research in laboratory
and field settings"
"World Civilization, 1500-Present",HIST 171W,4,"PSYC 211W, PSYC 340 or PSYC 358
PSYC 445 Advanced Topics in Social Psychology 1-4 credits
This course provides students with an overview of the fundamental
principles and current research on selected topics in social psychology
through critical evaluation, discussion, and application"
European History to 1648,HIST 180,4,"PSYC 340, PSYC 358, PSYC 455, PSYC 460W (ONE course
from list, not all 4)
PSYC 450 Advanced Cognitive Psychology 4 credits
Advanced Cognitive Psychology introduces students to key research
papers in the field of human cognition"
European History to 1648,HIST 180W,4,"PSYC 211W, PSYC 325
PSYC 455 Abnormal Psychology 4 credits
This course is designed to increase the student"
European History: 1648 to the Present,HIST 181,4,"PSYC 101
www"
European History: 1648 to the Present,HIST 181W,4,"PSYC 101
PSYC 461 Marketing Psychology 3 credits
Analysis of product marketing and consumer purchasing strategies and
their determinants"
United States to 1877,HIST 190,4,"8 PSYC credits
PSYC 466 Psychology of Aging 4 credits
Aging process and development during the adult years"
United States to 1877,HIST 190W,4,"PSYC 101
PSYC 476 Introduction to Applied Behavior Analysis 4 credits
This course is designed to help students understand the philosophical
underpinnings of applied behavior analysis and to demonstrate how
behavior theory is applied in real world settings"
United States Since 1877,HIST 191,4,"PSYC 211W
PSYC 478 Health Psychology 4 credits
The interface of behavioral and medical science is explored"
United States Since 1877,HIST 191W,4,"Three courses in PSYC
PSYC 485 Topics in Applied Psychology 1-4 credits
Application of psychology to topics of current interest"
Islamic Civilizations,HIST 232,4,"PSYC 101
PSYC 489 Advanced Topics 1-5 credits
Application of psychology to topics of current interest"
World War II and the Holocaust,HIST 235,4,"PYSC 211W
PSYC 497 Field Experience 1-8 credits
A learning experience integrated with the student"
A History of Taboos and Transgressions,HIST 244,4,"PYSC 211W
PSYC 499 Individual Study 1-4 credits
Individualized learning under faculty supervision"
Sports and Games in History,HIST 246W,4,RPLS 272 or with instructor permission
Riot and Revolution in History,HIST 250,4,At least 60 credits earned
"Introduction to Traditional East Asian
Civilization",HIST 260W,4,"RPLS 272, RPLS 274 or with instructor permission"
History and American Democracy,HIST 268,4,"RPLS 272, RPLS 274, or with instructor permission"
History in Black and White,HIST 280,4,"RPLS 272, RPLS 274, or with instructor permission"
World History: An Overview,HIST 302,4,"RPLS 272, RPLS 373, or with instructor permission"
Sex in American History,HIST 369,4,"RPLS 272, RPLS 274, or with instructor permission"
Readings for Honors: United States History,HIST 390,1,All required RPLS courses completed with a 
Reading for Honors: European History,HIST 391,1,"SCAN 101
SCAN 111 Elementary Swedish I 4 credits
An introduction to the basic skills of listening, speaking, reading, and
writing, coupled with cultural notes"
Reading for Honors: World History,HIST 392,1,"SCAN 111
SCAN 150W The Nordic Countries: Interdisciplinary
Introduction 4 credits
This course offers an interdisciplinary introduction to the Nordic
countries (Norway, Sweden, Denmark, Finland, Iceland, Greenland,
Faroe Islands)"
Classical World of Greece & Rome,HIST 401,4,SCAN 102 or equivalent
"Foundations of Judaism, Christianity, & Islam",HIST 402,4,"SCAN 102 or equivalent
SCAN 294 Intermediate Swedish I 1-4 credits
Development of reading and listening skills, oral and writing practice
within a cultural context"
The Middle Ages,HIST 403,4,"SCAN 112 or equivalent
SCAN 295 Intermediate Swedish II 1-4 credits
Development of reading and listening skills, oral and writing practice
within a cultural context"
Renaissance and Reformation Europe,HIST 406,4,"SCAN 112 or equivalent
www"
The Age of Absolutism and Enlightenment,HIST 407,4,Admission to college as Scandinavian Studies Major
Women and Gender in European History,HIST 408,4,"SCAN 299-03 or SCAN 299-05
Social Studies
SOST 200 Introduction to Social Studies Teaching 2 credits
Acquaints students majoring in social studies (teaching) with the social
studies major and fundamental ideas that will help students integrate
what they are learning in social sciences and history within the context
of secondary social studies classroom"
The Witch Hunts in European History,HIST 410,4,"Concurrently with KSP 440
SOST 485 Topics 1-6 credits
Designed to provide students the opportunity to explore a variety of
topics related to social studies"
Early England to 1603,HIST 414,4,"SOWK 212 AND SOWK 215 OR SOWK 215W
SOWK 310W Human Behavior in the Social Environment 4 credits
Applies theoretical frameworks for assessing and organizing knowledge
of human behavior and the social environment in conjunction with
social systems, to understand individual, family, group, organizational,
and community systems"
England since 1603,HIST 415,4,"SOWK 212 AND SOWK 215 OR SOWK 215W
SOWK 315 Junior Field Experience 4 credits
Beginning level supervised field experience with a social service agency"
France since the Revolution in 1789,HIST 419,4,SOWK 212
Scandinavian History,HIST 424,4,"SOWK 212, SOWK 215
SOWK 410 Social Welfare Policy 4 credits
Exploration of the interrelatedness of social services, social policy
formulation and analysis, and generalist social work practice"
East Asian History: 1800-1945,HIST 434,4,"SOWK 212, SOWK 310"
East Asian History: 1945 - The Present,HIST 435,4,"Select one course from STAT 154, PSYC 201, SPC 202, ECON
207, HLTH 475"
"History of East Asian Relations with the United
States",HIST 436,4,Admission to the BSSW Program/major
African History to 1800,HIST 437,4,SOWK 441
Modern Africa,HIST 438,4,SOWK 441
Colonial Latin America,HIST 441,4,"SOWK Foundation, Practice Sequence, and permission
Corequisites: SOWK 455
SOWK 455 Social Work Practicum 8 credits
Culminating practicum experience with 32 hour per week placement
in a social service setting with supervision provided by a degreed social
worker"
Modern Latin America,HIST 442,4,"SOWK Foundation, Practice Sequence, and permission
Corequisites: SOWK 450
SOWK 485 Selected Topics 1-6 credits
Topics announced when offered
SOWK 490 Workshop 1-3 credits
SOWK 492 Honors Reading 1-3 credits
SOWK 495 Social Work Honors Paper 1-3 credits
This elective is for those students who desire to complete an
advanced writing assignment in preparation for employment or
graduate education"
"The Maya, Aztecs, and Incas",HIST 443,4,"SOC 101
SOC 458 Sociological Theory 4 credits
Sociological Theory focuses on the application of theory to
understanding the causes of contemporary and historical social
problems"
Pirates of the Atlantic World,HIST 445,4,SOC 301W or equivalent
Modern Middle East,HIST 446,4,"Consent
SOC 499 Individual Study 1-6 credits
A maximum of six credits is applicable toward a single major in the
department"
Minnesota History,HIST 452,4,"Consent
Software Engineering
SE 300 Software Engineering Academy Project 3 credits
Students participate in their first hands-on industry software
development project"
Early America to 1763,HIST 454,4,Admission to the program
Rock Music and American Society,HIST 467,4,Admission to the program
American Frontier,HIST 470,4,Requires admission to the program
20th Century American West,HIST 471,4,Requires admission to the program
Comparative Slavery and Emancipation,HIST 476,4,Admission to the program
African American History,HIST 477,4,"SE 300
SE 312W SE Professionalism 1 2 credits
Students further learn and develop the elements of professionalism
while working on software project teams in industry or on projects with
industry clients"
America in Vietnam,HIST 478,4,"SE 311W, SE 391
www"
Civil Rights in the Twentieth Century,HIST 481W,4,"SE 300, SE 301, SE 303
Corequisites: SE 311W
SE 392 Software Engineering Project 2 4 credits
Further learning and practice of the main elements of software
engineering while working on software project teams in industry
or on projects with industry clients"
American Social and Cultural History,HIST 483,4,"SE 311W, SE 391
Corequisites: SE 312W
SE 398 CPT: Co-Operative Experience 0 credits
Curricular Practical Training (CPT): Co-Operative Experience is a zerocredit full-time practical training experience for one summer and/or
one adjacent fall or spring term"
American Labor History,HIST 484,4,CIS 223
History of American Immigration and Ethnicity,HIST 485,4,"SE 300, SE 301, SE 303
SE 402 Topics in Software Testing, Measurement, and Quality2 credits
Students learn the practices of software testing, measurement, and
quality in depth through hands-on work"
American Environmental History,HIST 486,4,"SE 300 SE 301 SE 302, SE 303
SE 403 Topics in Software Architecture and Design 2 credits
Students learn software architecture, design, and related topics in depth
through hands-on practice"
Disasters in American History,HIST 488,4,SE 300
Senior Seminar,HIST 495W,4,"SE 300, SE 301, SE 303
SE 411W SE Professionalism 3 2 credits
Students further learn and develop the elements of professionalism
while interacting regularly with clients, software developers, other
team members, managers, and administrators in an industry setting"
Introduction to Sport Management,HP 141,3,"SE 312W, SE 392
SE 412W SE Professionalism 4 2 credits
Students further learn and develop the elements of professionalism
while interacting regularly with clients, software developers, other
team members, managers, and administrators in an industry setting"
Introduction to Sports Medicine,HP 170,2,"SE 411W, SE 491
SE 480 Topics in Software and Systems Engineering 2 credits
Students learn the practice of software and systems engineering in
depth through hands-on work"
Introduction to Teaching Physical Education,HP 201,3,"SE 300, SE 301, SE 303
354 2024-2025 Undergraduate Catalog www"
Officiating Theory,HP 252,2,"SE 312W, SE 392"
Water Safety Instructor (WSI),HP 257,2,"SE 411W, SE 491
Corequisites: SE 412W
SE 495 Software Engineering Seminar 1 credit
Students learn about software engineering practice through seminars
with faculty, graduate students, undergraduate students admitted to
the SE major, visiting researchers, and industry members"
"Introduction to Exercise Science & Practitioner-based
Professions",HP 260,3,Admission to the program
Psycho-Social Aspects of Sport,HP 290,3,"SE 312W, SE 392"
HP 291 Concepts of Fitness,SOC 101,2,"SPAN 101 or equivalent
SPAN 193 Individual Study Abroad: Elementary Spanish I1-6 credits
Introductory work toward proficiency in reading, writing speaking and
listening skills"
Fundamentals of Physical Education Activities,HP 295,3,"one year university level Spanish or equivalent
SPAN 202 Intermediate Spanish II 4 credits
A review of the fundamentals of grammar, practice in written and
oral expression, development of listening and reading skills, brief
cultural components"
Lifespan Motor Development,HP 313,3,"one year university level Spanish or equivalent
SPAN 210W Composition and Conversation Workshop 4 credits
Includes basic communication exchanges, common vocabulary and
experiences"
Physiology of Exercise,HP 314,3,"One year university level Spanish or equivalent
www"
Ethics and Morality in Sport Management,HP 325,3,"One year university level Spanish or equivalent
SPAN 301 Topics in Language 1-4 credits
Topics will vary and course may be repeated for credit"
Pathomechanics in Sports Medicine,HP 328,3,"Two years of university level Spanish or equivalent
SPAN 310 Conversation 1-4 credits
Emphasis on development of oral communication skills and
improvement in writing"
MN PE Standards & Benchmarks,HP 330,2,"Two years of university-level Spanish or proof of equivalent
proficiency"
HP 331 Game Forms I,HP 295,2,"Two years university level Spanish or equivalent
SPAN 356 Latin American Cultures 1-4 credits
Major cultural and historical aspects of Latin America from pre-colonial
times to the present"
HP 332 Game Forms II,HP 295,2,"Two years university level Spanish or equivalent
SPAN 365 Selected Readings 1-4 credits
Discussion and analysis of major themes and movements based
on selected readings from representative authors from the Spanish
speaking world"
"HP 333 Introduction to Developmental Adapted Physical
Education",HP 295,3,"Two years university level Spanish or equivalent
SPAN 393 Individual Study Abroad: Advanced Spanish I 1-6 credits
Increase proficiency of reading, writing, speaking and listening skills"
Game Forms III,HP 334,2,"Two years university level Spanish or equivalent
SPAN 394 Supervised Study Abroad: Advanced Spanish II1-6 credits
Emphasis is on reading, writing, speaking and listening skills"
HP 340 Prevention and Care,HP 295,2,"Two years university level Spanish or equivalent
SPAN 395 Individual Study Abroad: Readings in Hispanic
Literature 1-6 credits
An introduction to reading literature in Spanish"
HP 350 Sport Business and Professional Development,HLTH 210,3,"SPAN 201, SPAN 202
SPAN 401 Topics in Linguistics 1-4 credits
Topics may vary"
Foundations of Sport Management,HP 360,3,"Completion of 4 credits of 300 level or equivalent
SPAN 402 Topics in Spanish Peninsular Literature 1-4 credits
Topics vary: Spanish Literature from Medieval to Modern Times"
Science of Strength Training and Kinesiology,HP 363,3,"Completion of 4 credits of 300 level or equivalent
SPAN 403W Topics in Spanish American Literature 1-4 credits
Topics vary: major writers from Spanish America"
HP 372 Exercise Science for Coaches,BIOL 220,3,"Completion of 4 credits of 300 level or equivalent
SPAN 405 Topics in Hispanic Literatures 4 credits
A critical analysis of Hispanic literature from the different regions of
the Hispanic world (Spain, Latin America, US)"
Assessment in General Phys Educ & DAPE,HP 388,3,"Completion of 4 credits of 300 -level or equivalent proficiency
level"
Group Exercise Instruction,HP 392,2,"Completion of eight 300-level credits, or equivalent
SPAN 493 Individual Study Abroad: Topics in Language and
Linguistics 1-6 credits
Topics will vary"
Advanced Sports Medicine,HP 415,2,"Two years university level Spanish
SPAN 494 Individual Study Abroad: Topics in Spanish American
Literature 1-6 credits
Topics will vary"
HP 417 Principles of Wellness Coaching,HP 340,3,"Two years university level Spanish
SPAN 495 Individual Study Abroad: Topics in Spanish Peninsular
Literature 1-6 credits
Topics will vary"
"Intercultural Competence for Allied Health
Professionals",HP 418,3,"Two years university level Spanish
SPAN 496 Individual Study Abroad: Topics in Spanish American
Culture 1-6 credits
Topics will vary"
HP 426 Physical Education Teaching Styles,HP 333,3,"Two years university level Spanish
SPAN 497 Individual Study Abroad: Topics in Spanish Peninsular
Culture 1-6 credits
Topics will vary"
HP 427 Applied Movement Principles,HP 330,3,"completion of eight 300-level credits, or equivalent
Special Education
SPED 108 Human Services and Disabilities 3 credits
Exploration of human service professions serving and interacting with
individuals with disabilities"
"Collaboration in Developmental Adapted Physical
Education",HP 428,3,"Satisfy Placement Table in this section, or MATH 098 with
grade of P"
"HP 429 Developmental Adapted Physical Education Community of
Practice",HP 388,3,MATH 112 with grade of 
HP 430 Applied Behavior Analysis in Physical Education,HP 425,3,"MATH 122 with C or better or consent
STAT 356 Introduction to Programming in SAS 3 credits
Introduction to basic programming techniques: creating DATA and
PROC statements, libraries, functions, programming syntax, and
formats"
Biomechanics,HP 431,3,STAT 154 or instructor
HP 435 Planning Sport Facilities,HP 363,3,At least 60 credits earned
"Sport Media, Sponsorship and Sales",HP 437,3,MATH 354 / STAT 354 or STAT 455 with 
Nutrition for Physical Activity and Sport,HP 439,3,MATH 354 / STAT 354 or STAT 455 with 
HP 449 K-12 Teaching Methods in Physical Education,HP 314,3,MATH 223 with 
Principles of Coaching,HP 451,3,"MATH 455, STAT 455 with "
Esport Governance,HP 455,3,"Either MATH/STAT 354 or both MATH 121 and STAT 154
with "
Financial Aspects of Sport,HP 459,3,"Either MATH/STAT 354 or both MATH 121 and STAT 154
with "
"or consent of instructor
HP 460 Curriculum Design in Physical Education",ACCT 200,3,"Either MATH/STAT 354 or both STAT 154 and MATH 121
with "
HP 462 Sports Administration,HP 450,3,"STAT 457, STAT 458, STAT 459, STAT 450 (at least two of
these)
STAT 495 Selected Topics 1-4 credits
A course in an area of statistics not regularly offered"
Seminar in Sport Management,HP 463,3,"Consent
THEA 103 Theatre Activity: Management 1-2 credits
Work on stage or house management, or public relations"
Analysis of Sport Data,HP 464,3,"Consent
THEA 104 Theatre Activity: Dance Captain 1-2 credits
Serve as Dance Captain, to assist the Choreographer, for a mainstage or
approved production"
Legal Aspects of Physical Education and Sport,HP 465,3,"Consent
THEA 105 Theatre Activity: Stagecraft 1-2 credits
Work on stage crew in a mainstage production"
Graded Exercise Testing and Exercise Prescription,HP 466,3,"Consent
THEA 107 Theatre Activity: Costume 1-2 credits
Work on costumes or wardrobe crew in a mainstage production"
HP 467 Worksite Wellness Program Development,HP 414,3,"Consent
THEA 108 Theatre Activity: Lighting 1-2 credits
Work on lighting crew in a mainstage production"
HP 468 Sport Marketing,HP 414,3,"Consent
THEA 109 Theatre Activity: Sound 1-2 credits
Work on sound crew in a mainstage production"
Sport and Esport Event Management,HP 469,3,"Consent
THEA 110 Fundamentals of Acting 3 credits
Performance scenes and acting exercises for the beginning theatre major"
Psychology of Coaching,HP 470,3,"Consent
THEA 111 Private Voice for the Actor 1 credits
Private lessons in developing the actor"
"or equivalent
HP 475 International Sport Management",PSYC 101,3,"Consent
THEA 121 Movement for Theatre 3 credits
Instructs the student through a series of movement exercises in body
alignment, breathing, flexibility, strength and coordination"
Behavior Change Foundations and Strategies,HP 477,3,"Consent
360 2024-2025 Undergraduate Catalog www"
Senior Seminar,HP 480,3,"THEA 110 or consent
THEA 212 Music Skills for Theatre I 2 credits
A group instruction course covering fundamental music theory and
skills applicable to the theatre artist including the study of music
notation, style, harmony and literature"
"Prerequisites: HP 340, HP372, HP 451
HP 483 Cardiac Rehabilitation",HP 340,3,"THEA 212
THEA 214 Singing for the Actor 1 credits
Study and exercise to prepare actors to sing for the musical theatre with
the focus on competence and musicianship"
"and HP 467 or equivalent
HP 486 Small Group Personal Training",HP 414,3,"Permission of Instructor
THEA 215 Audition Methods 3 credits
The development of a repertoire of audition pieces to increase the ability
to perform with confidence on short notice"
Applied Exercise Science,HP 487,4,"THEA 110 or consent
THEA 231 Stage Management 3 credits
Exploration of all aspects of theatrical stage management activities
through specific theoretical and practical study"
"Corequisites: HP 496
HP 488 Applied Sport Business",HP 414,3,"THEA 100 and THEA 101 or THEA 110
THEA 240 Basic Design 3 credits
Introduction to the concepts, process, and practices of theatrical
scenic, lighting, and costume design including script analysis and
historical overviews"
Applied Esport Management,HP 489,3,"THEA 100
THEA 245 Scene Painting I 3 credits
Introductory course examining the basics of materials and techniques
of scenic painting with a large amount of lab time for experimentation
with technique"
HP 497 Sport Tourism,HP 466,3,"Consent
THEA 252 Theatre Technology 3 credits
Fundamental concepts of technical theatre"
"Introduction to Humanities and the Search for
Meaning",HUM 101W,4,"THEA 100
THEA 255 Stagecraft 3 credits
Introduction to theory and practice of construction techniques used
in the theatre"
"Western Humanities I: Cave Paintings to
Cathedrals",HUM 150,4,"THEA 100
THEA 260 Costume Construction 3 credits
Theory and techniques in stage costume construction"
Global Humanities I: Asia & Africa,HUM 155,4,"THEA 100
THEA 262 Dance Production: Costumes 1 credits
Fundamental concepts of costume design and production for the Dance"
"Global Humanities II: The Americas, Australia, &
Oceania",HUM 156,4,"Consent
THEA 270 Lighting Technology 3 credits
The study of lighting technology and its effect on lighting design"
Perspectives in Humanities,HUM 250W,4,"THEA 100
THEA 272 Dance Production: Lighting 1 credits
Fundamental concepts of lighting design and production for the Dance"
Humanities Traditions,HUM 280W,4,"THEA 100
THEA 276 Dance Production: Sound 1 credits
Fundamental concepts of sound design and production for the Dance"
Human Diversity and Humanities Traditions,HUM 281W,4,"Consent
THEA 300 Summer Stock 1-4 credits
Technical work and/or acting in summer theatre productions"
Topics in Humanities,HUM 380,4,"Consent
THEA 301 Practicum: Directing 1-2 credits
A considerable production responsibility which utilizes skills in script
analysis, actor coaching, design coordination and general production
management"
Humanities Seminar,HUM 450W,4,"Consent
THEA 302 Practicum: Acting 1-2 credits
A considerable production responsibility dealing with the preparation
and performance of a major acting role"
HUM 490 Senior Capstone Project,HUM 282W,4,"Consent
THEA 303 Practicum: Theatre Management 1-2 credits
Special assignments in stage management, house, and/or concessions
management, public relations or related areas"
Introduction to Project-based Engineering,ENGR 110,3,"Consent
www"
Linear Circuit Analysis and Design,ENGR 240,3,"Consent
THEA 305 Practicum: Tech Theatre 1-2 credits
A considerable production responsibility dealing with some technical
aspects including technical drawings, budget management, or
construction techniques"
Bridge to Project-based Engineering,ENGR 299,3,"Consent
THEA 306 Practicum: Costume Design 1-2 credits
Full and assistant costume design assignments for theatre productions"
Introduction to Engineering Design for NonMajors,ENGR 300,4,"Consent
THEA 307 Practicum: Costume Construction 1-2 credits
The construction of costumes for theatre productions"
ENGR 301 Design I,ENGR 311W,3,"Consent
THEA 308 Practicum: Light Design 1-2 credits
Preparation and execution of a major lighting design assignment"
Design II,ENGR 302,3,"Consent
THEA 309 Practicum: Sound 1-2 credits
Preparation and execution of a major sound design assignment including
all sound effects, reinforcement and amplification"
ENGR 311W Professionalism I,ENGR 301,3,"Consent
THEA 311 Private Voice for the Actor 0 credits
Continuation of THEA 111"
Professionalism II,ENGR 312W,3,"THEA 111
THEA 315 Careers in Theatre 1 credits
Introduction to the various career opportunities directly in or
appertaining to theatrical arts performance"
CPT: Co-Operative Experience,ENGR 398,0,"THEA 100
THEA 335 Intermediate Directing 3 credits
Intermediate Directing focuses on the semiotics of staging and casting,
composition, and artist leadership"
Capstone Design I,ENGR 401,3,"THEA 235
THEA 337 Devised Theatre 3 credits
Students will build a strong ensemble and work together to create a new
production about a specific event or theme relevant to them"
Capstone Design II,ENGR 402,3,"THEA 100
THEA 400 Portfolio Seminar 1 credits
Exploring the techniques of building a working design/technology
portfolio and resume"
Professionalism III,ENGR 411W,3,"Consent
THEA 410 Musical Theatre Acting I 3 credits
Introduction to musical theatre performance techniques for the
American Musical Theatre actor"
ENGR 412W Professionalism IV,ENGR 312W,3,"THEA 210 or consent
THEA 411 Music Theatre Acting II 3 credits
Scene studies from the American Musical Theatre, as well as
performance techniques for the singing actor"
Senior Thesis,ENGR 498,3,"THEA 210 and consent
THEA 412 Theatre Speech 3 credits
Study and exercises in vocal development emphasizing the demands
of stage speech"
Beginning Reading and Vocabulary,IEP 010,0,"THEA 210 or consent
THEA 414 Stage Dialects 3 credits
A study and practice of vocal dialects most often used in performance"
Beginning Writing,IEP 011,0,"THEA 413
THEA 416 Acting Scene Studies 3 credits
Advanced scene studies with a focus on analysis and the varied
approaches to developing motivations"
Beginning Listening and Speaking,IEP 012,0,"THEA 210 or consent
THEA 417 Acting Techniques 3 credits
The development of individual performance craft and advanced
acting methodologies"
Beginning Grammar,IEP 013,0,"THEA 210 or consent
THEA 417W Acting Techniques 3 credits
The development of individual performance craft and advanced
acting methodologies"
Beginning Special Topics,IEP 014,0,"THEA 210 or consent
THEA 418 Acting Styles 3 credits
Advanced scene studies in classical and stylized dramatic literature"
Low-Intermediate Reading and Vocabulary,IEP 020,0,"THEA 210 or consent
THEA 419 Acting for Radio/TV 3 credits
Development of performance craft for the media"
Low-Intermediate Writing,IEP 021,0,"THEA 210 and consent
THEA 426 Stage Combat 2 credits
An exploration of basic skills involved in unarmed combat and a
variety of historical weapons systems with primary emphasis on
theatricality and safety"
Low-Intermediate Listening and Speaking,IEP 022,0,"Consent
THEA 430 Theatre Management 3 credits
Exposes students to the functions of theatre managers through case
studies, discussions, practical application and readings"
Low-Intermediate Grammar,IEP 023,0,"THEA 235
362 2024-2025 Undergraduate Catalog www"
Low-Intermediate Special Topics,IEP 024,0,"Consent
THEA 433 Practicum: Musical Directing 1-2 credits
Serve as Musical Director for a mainstage or approved production"
High-Intermediate Reading and Vocabulary,IEP 030,0,"Consent
THEA 434 Practicum: Dramaturgy 1-2 credits
Serve as Dramaturg for a mainstage or approved production"
High-Intermediate Writing,IEP 031,0,"Consent
THEA 435 Advanced Directing Methods 3 credits
Advanced studies in script analysis, actor psychology and staging
techniques culminating in performance projects with critical analysis"
High-Intermediate Listening and Speaking,IEP 032,0,"THEA 235 and consent
THEA 440 Scene Design I 3 credits
Development of techniques and skills in the creation of scenery"
High-Intermediate Grammar,IEP 033,0,"THEA 240 or consent
THEA 441 Scene Design II 3 credits
Refinement of model building and drawing skills in theatrical design"
High-Intermediate Special Topics,IEP 034,0,"THEA 440
THEA 444 Styles and Ornamentation 3 credits
A visual appreciation of assorted cultures through the study of their
architecture, decoration, furniture, utensils, etc"
Advanced Reading and Vocabulary,IEP 040,0,"Consent
THEA 445 Scene Painting II 3 credits
Provides information on materials and techniques of scenic painting
with a large amount of lab time for experimentation with technique"
Advanced Writing,IEP 041,0,"THEA 252 or consent
THEA 448 Drawing and Rendering for the Theatre 3 credits
Exploring compositional organization of the two-dimensional surface by
experimenting with a variety of media, materials, forms, approaches and
subjects as a means for theatrical communication"
Advanced Listening and Speaking,IEP 042,0,"THEA 240
THEA 451 Drafting for the Theatre 3 credits
Enhances the advanced theatre student"
Advanced Grammar,IEP 043,0,"Consent
THEA 455 Technical Direction 3 credits
Explores all facets of technical direction, construction techniques, and
project management"
Advanced Special Topics,IEP 044,0,"THEA 255
THEA 456 Advanced Technical Direction 3 credits
Explores advanced facets of technical direction including entertainment
engineering and technology currently in use in the field"
Principles of International Business,IBUS 380,3,"THEA 455
THEA 460 Costume Design I 3 credits
Theory and techniques in costume design and execution"
CPT: Co-Operative Experience,IBUS 398,0,"THEA 240 or consent
THEA 461 Costume Design II 3 credits
Advanced costume design theory and techniques"
IBUS 428 International Marketing,IBUS 380,3,"THEA 460
THEA 464 Costume History 3 credits
Survey of costume history from ancient Egypt to 1900"
IBUS 448 International Business Management,MRKT 210,3,"Consent
THEA 465 Advanced Makeup 3 credits
Practical application of advanced makeup techniques"
International Business Finance,IBUS 469,3,"THEA 265
THEA 470 Lighting Design I 3 credits
The study of lighting equipment, usage, techniques and stage
lighting design"
IBUS 485 Export Administration,IBUS 380,3,"THEA 270
THEA 471 Lighting Design II 3 credits
Solving particular lighting design challenges"
IBUS 490 International Business Policy and Strategy,IBUS 380,3,"THEA 470
THEA 472 Virtual Lighting 3 credits
Computer realization for virtual lighting design to enhance practical
production quality"
Principles of Management,MGMT 230,3,THEA 470
Introduction to MIS,MGMT 300,3,"THEA 275
THEA 475 Sound Design I 3 credits
Production and sound effects, electronic sound reinforcement of live
performance, choice and operation of sound equipment, as well as basic
music styles and terminology"
"or CIS 101
MGMT 332 Creativity and Innovation",ISYS 101,3,"consent
THEA 476 Sound Design II 3 credits
Integrated sound design to support and enhance theatrical production"
Human Resource Management,MGMT 340,3,"THEA 475
THEA 481 History of Western Theatre 3 credits
Survey of theatrical history from its origins to 1700"
Entrepreneurship: New Venture Initiation,MGMT 343,3,"THEA 100
www"
Operations Management for the Supply Chain,MGMT 346,3,"THEA 100
THEA 483 Musical Theatre History 3 credits
Survey of the history of the American Musical Theatre from its origins
to the present"
MGMT 360 AgriBusiness in the Modern Economy,ECON 207,3,"THEA 100 and consent
THEA 485W Theatre Dramaturgy 3 credits
This class teaches how to access historical information and present
it to directors, actors, or designers in a way that will help them make
informed and practical artistic choices"
Human Behavior in Organizations,MGMT 380,3,"THEA 100 and consent
THEA 487W Playwriting 3 credits
Writing the short and long play"
Introduction to Business Professionalism,MGMT 391,1,THEA 100
CPT: Co-Operative Experience,MGMT 398,0,THEA 100
Introduction to Business Applications,MGMT 404,3,"Consent
THEA 499 Individual Study 1-3 credits
Prerequisites: Consent
Urban and Regional Studies
URBS 100 Introduction to the City 3 credits
A fresh look at the city, with emphasis on the reasons why cities have
grown and how people can make cities livable"
MGMT 441 Staffing,MGMT 300,3,"Consent
URBS 489 Capstone Seminar 3 credits
Assemble and evaluate information and opinions into a coherent
position on what makes cities work, and prepare for entry into
professional world of work in cities"
MGMT 442 Compensation Management,MGMT 340,3,"Consent
URBS 499 Individual Study 1-4 credits
Independent study under supervision of an instructor with a research
paper or report to be presented"
